cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
05.021.932/0001-34;38323;Motor EndodÃ´ntico ElÃ©trico;499;MF DE ALMEIDA & CIA. LTDA;3;UN;17700;14040;5900;4680;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
05.021.932/0001-34;34651;PeÃ§a de mÃ£o multiplicadora angulada 1:2 para cirurgia;500;MF DE ALMEIDA & CIA. LTDA;1;UNI;2350;1788;2350;1788;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
05.021.932/0001-34;37737;RAIO-X PORTÃTIL;501;MF DE ALMEIDA & CIA. LTDA;1;UN;17500;16880;17500;16880;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
05.021.932/0001-34;38326;Sensor digital de radiografia periapical T2;503;MF DE ALMEIDA & CIA. LTDA;1;UN;11050;11000;11050;11000;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
01.470.743/0001-98;40390;Detergente multienzimÃ¡tico em galÃ£o de 4 a 5 litros;260;BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA;300;GAL;24075;20970;80.25;69.9;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
01.470.743/0001-98;40397;Envelope auto selante 55X100mm;274;BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA;2000;CX;47000;31400;23.5;15.7;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40265;Alavanca Seldin (tipo bandeirinha) Direita NÂº 1R;8;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;15;UN;447.45;447;29.83;29.8;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40266;Alavanca Seldin (tipo bandeirinha) Esquerda NÂº 1L;9;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;15;UN;414;414;27.6;27.6;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40267;Alavanca Seldin Reta;10;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;15;UN;444.3;444;29.62;29.6;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40270;Alicate perfurador Ainsworth-5 furos;25;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;10;UN;747.9;747;74.79;74.7;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40272;Arco Ostby Adulto dobrÃ¡vel;28;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;10;UN;74;73.4;7.4;7.34;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40273;Arco Ostby infantil dobrÃ¡vel;29;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;5;UN;42.5;38.9;8.5;7.78;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40275;"Calcador Paiva kit nÂº1; 2; 3; 4";37;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;5;KIT;160.7;113.9;32.14;22.78;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38445;Cureta de Lucas nÂº 85;42;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;5;UN;43.75;35.6;8.75;7.12;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31433;Cureta dentina (escavador)nÂº20, GRANDE;44;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;15;UNI;171.9;85.35;11.46;5.69;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;7308;CURETA GRACEY 13-14 - EM AÃO INOX;46;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;15;UNI;547.5;213.75;36.5;14.25;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38415;Cureta Maccall 17-18;49;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;15;UN;555.15;213.75;37.01;14.25;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38388;Espatula 7;54;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;5;UNI;52.5;35.6;10.5;7.12;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40282;Espelho bucal NÂº3;61;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;UN;208.2;163.2;6.94;5.44;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40283;Espelho bucal NÂº5;62;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;UN;208.2;163.2;6.94;5.44;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40284;Espelho clinico NÂº 5;63;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;1100;UN;4785;2981;4.35;2.71;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40287;Estojo Inox Perfurado 26x12x06;66;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;5;UN;518.7;365.3;103.74;73.06;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40293;PinÃ§a clinica odontolÃ³gica p/algodÃ£o;85;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;250;UN;3185;2225;12.74;8.9;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;34652;PinÃ§a porta grampo palmer;90;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;10;UNI;701.9;700;70.19;70;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;34655;Porta agulha Mayo-Hager 15 cm;93;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;100;UN;1998;1998;19.98;19.98;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40303;SindesmÃ³tomo em aÃ§o inox;103;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;60;UN;882;427.2;14.7;7.12;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;33056;Sonda Exploradora endodontica nÂº6;104;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;10;UN;81;79.9;8.1;7.99;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31452;Sonda Exploradora OdontolÃ³gica nÂº5;105;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;150;UNI;1215;853.5;8.1;5.69;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38444;Sonda Milimetrada Carolina do Norte NÂº 15;106;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;2;UN;72.6;59.3;36.3;29.65;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38450;Tesoura Metzenbaum Curva 15cm;112;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;2;UN;60;50.82;30;25.41;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40308;Ãcido fosfÃ³rico 37% em gel;116;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;200;PCT;600;600;3;3;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38602;Afastador Labial Expandex - adulto;122;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;5;UN;41.8;36.7;8.36;7.34;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38603;Afastador Labial Expandex - infantil;123;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;5;UN;41.8;36.7;8.36;7.34;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40313;Agulha gengival CURTA descartÃ¡vel;126;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;300;CX;7905;7890;26.35;26.3;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40319;AnestÃ©sico LIDOCAINA 2% COM vasocontritor epinefrina 1:100.0;135;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;550;CX;34100;34100;62;62;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40320;AnestÃ©sico MEPIVACAINA 2% COM vasoconstritor epinefrina 1:10;136;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;186;CX;26735.64;16412.64;143.74;88.24;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40321;AnestÃ©sico MEPIVACAINA 3% SEM vasoconstritor;138;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;70;CX;7980;6176.8;114;88.24;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40342;Broca de alta rotaÃ§Ã£o carbide esfÃ©rica nÂ° Â½ . Autoclavavel;161;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;UN;124.5;119.1;4.15;3.97;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40343;Broca de alta rotaÃ§Ã£o carbide esfÃ©rica nÂ° 4. Autoclavavel;162;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;120;UN;498;476.4;4.15;3.97;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40344;Broca de alta rotaÃ§Ã£o carbide esfÃ©rica nÂ° 6. Autoclavavel;163;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;120;UN;498;476.4;4.15;3.97;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40345;Broca de alta rotaÃ§Ã£o carbide esfÃ©rica nÂ° 8. Autoclavavel;164;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;120;UN;498;476.4;4.15;3.97;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40346;Broca de alta rotaÃ§Ã£o carbide esfÃ©rica nÂº Â¼.  Autoclavavel;165;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;UN;181.8;119.1;6.06;3.97;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38476;Broca de baixa rotaÃ§Ã£o CARBIDE nÂ° 1;179;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;200;UN;1598;794;7.99;3.97;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31476;Broca de baixa rotaÃ§Ã£o carbide nÂ° 2;180;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;200;UN;1598;794;7.99;3.97;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31479;Broca de baixa rotaÃ§Ã£o carbide nÂ° 8;183;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;500;UN;1940;1900;3.88;3.8;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;28249;Broca haste longa carbide nÂº 701;201;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;100;UN;800;441;8;4.41;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;28250;Broca haste longa carbide nÂº 702;202;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;130;UN;1040;573.3;8;4.41;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40356;Broca haste longa carbide nÂº 703;203;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;100;UN;800;441;8;4.41;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;133;CIMENTO DE HIDROXIDO DE CALCIO;224;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;150;KIT;3892.5;2470.5;25.95;16.47;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31491;Clorhexidina 2% - frasco com 100ml;227;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;180;FR.;1800;1800;10;10;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;39161;Condensador de Gutapercha MacSpadden 25mm;232;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;20;CX;1118;2173.6;55.9;108.68;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40370;Cone guta percha ACESSÃRIO B7.;238;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;15;CX;300;240.45;20;16.03;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40371;Cone guta percha ACESSÃRIO B8;239;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;35;CX;700;561.05;20;16.03;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40376;Cone guta percha PRINCIPAL 20;244;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;840;480.9;28;16.03;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40377;Cone guta percha PRINCIPAL 25;245;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;840;480.9;28;16.03;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40378;Cone guta percha PRINCIPAL 30;246;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;840;480.9;28;16.03;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40379;Cone guta percha PRINCIPAL 35;247;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;840;480.9;28;16.03;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40380;Cone guta percha PRINCIPAL 40;248;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;840;480.9;28;16.03;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40389;Desinfetante e solvente de resÃ­duos odontolÃ³gico.;259;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;700;LIT;29575;18200;42.25;26;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;26298;ESPONJA HEMOSTÃTICA;290;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;100;CX;3900;3900;39;39;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40416;Filme Periapical ADULTO E-speed - ultra rapido;296;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;5559;3944.1;185.3;131.47;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40417;Filme Periapical INFANTIL E-speed  - ultra rapido.;297;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;15;CX;2640;2550;176;170;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40419;Fio agulhado SEDA 3.0/EP2;299;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;300;CX;11580;10200;38.6;34;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40427;Fita matriz poliÃ©ster transparente 10X120X0,05 mm;311;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;120;CX;156;123.6;1.3;1.03;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;33108;Indicador BiolÃ³gico sensÃ­vel a geobacillus stearothermophilu;329;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;600;CX;15000;13380;25;22.3;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38523;Kit odontolÃ³gico de higiene dental adulto;334;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;3000;KIT;23220;12300;7.74;4.1;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38523;Kit odontolÃ³gico de higiene dental adulto;335;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;9000;KIT;69660;36900;7.74;4.1;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;33113;Lima Flex-file 1Âª sÃ©rie nÂº 15 a 40 de 21 mm;341;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;40;CX;880;582.4;22;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31555;Lima Flex-file 1Âª sÃ©rie nÂº 15 a 40 de 25 mm;342;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;40;CX;880;582.4;22;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31560;Lima Flex-file 1Âª sÃ©rie nÂº 15 a 40 de 31 mm;343;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;40;CX;880;582.4;22;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;33114;Lima Flex-file nÂº 15 de 21 mm;344;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;50;CX;1100;728;22;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31554;Lima Flex-file nÂº 20 de 25 mm;348;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;660;436.8;22;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;31559;Lima Flex-file nÂº 20 de 31 mm;349;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;660;436.8;22;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40449;Lima Protaper Universal  Sortido SX-F3 25mm;350;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;20;CX;3640;3400;182;170;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40450;Lima Reciprocante WAVE ONE GOLD (20.07 -21mm) AMARELA;352;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;50;CX;9500;9257.5;190;185.15;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40451;Lima Reciprocante WAVE ONE GOLD (20.07 -25mm) AMARELA;353;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;50;CX;9500;9257.5;190;185.15;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40454;Lima Reciprocante WAVE ONE GOLD (35.06 - 21mm) VERDE;356;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;50;CX;9500;9257.5;190;185.15;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40455;Lima Reciprocante WAVE ONE GOLD (35.06 -25mm) VERDE;357;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;50;CX;9500;9250;190;185;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40456;Lima tipo K  #08 de 21 mm;358;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;600;436.8;20;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40457;Lima tipo K #08 de 25 mm.;359;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;50;CX;1000;728;20;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40459;Lima tipo K #10 de 21 mm.;361;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;30;CX;600;436.8;20;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40461;Lima tipo K #10 de 31 mm;363;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;50;CX;1000;728;20;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40462;Lima tipo K 2Âª sÃ©rie (45-80 de 21 mm).;364;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;36;CX;720;524.16;20;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40463;Lima tipo K 2Âª sÃ©rie (45-80 de 25 mm).;365;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;24;CX;480;349.44;20;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40464;Lima tipo K 2Âª sÃ©rie (45-80 de 31 mm).;366;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;10;CX;200;145.6;20;14.56;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40472;Mandril odontolÃ³gico p/ contra-Ã¢ngulo MINI;376;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;150;UN;1065;381;7.1;2.54;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;33131;Pasta para polimento de resina composta;396;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;100;SRS;1600;1600;16;16;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;33133;Pasta profilÃ¡tica com granulaÃ§Ã£o mÃ©dia com flÃºor;399;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;180;TBO;1368;714.6;7.6;3.97;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40488;Placa de vidro lapidada 80x150x06mm para manipulaÃ§Ã£o;406;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;40;UN;280;191.2;7;4.78;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40530;RÃ©gua Endodontica Milimetrada Calibradora - Indicada para ca;452;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;10;UN;499;490;49.9;49;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40535;Resina Fotopolimerizavel cor A3- UNIVERSAL;457;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;480;SRS;21936;15811.2;45.7;32.94;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40536;Resina Fotopolimerizavel cor A3.5 - UNIVERSAL;458;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;100;SRS;4570;3294;45.7;32.94;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;38575;Resina Fotopolimerizavel INCISAL;459;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;120;SRS;5484;3952.8;45.7;32.94;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;40544;Spray congelante -50Âº / 200ml para teste de vitalidade pulpa;470;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;70;FR.;2100;1636.6;30;23.38;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;26373;SUGADOR DE SALIVA DESCARTÃVEL 130MM X 0,65MM;473;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;1600;PCT;9520;11104;5.95;6.94;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
08.849.206/0001-00;1618;TRICRESOL FORMALINA - 10 ML;479;DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS L;100;FR.;568;382;5.68;3.82;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
18.712.730/0001-80;40312;Ãgua oxigenada 10% - Fr 100ml;125;MAYCON WILL EIRELI - ME;200;FR.;528;300;2.64;1.5;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
18.712.730/0001-80;36257;Ãlcool 70% - Litro.;128;MAYCON WILL EIRELI - ME;1500;L;7125;5985;4.75;3.99;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
18.712.730/0001-80;36258;Ãlcool 96% - Litro.;129;MAYCON WILL EIRELI - ME;80;L;480;399.2;6;4.99;itensVencedores_6286783c-0ca8-48e9-9a9b-3902c2e2c52f.csv
19.654.843/0001-30;10383582;BalanÃ§a eletrÃ´nica;1;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA - ME;50;UND;3125;2500;62.5;50;itensVencedores_649c128e-b9f5-4005-9f8d-abfdb3d7021b.csv
15.474.631/0001-10;10383430;MÃ¡scara no modelo pico de pato;1;EDIO DE SOUZA EIRELI;11250;UND;43200;22500;3.84;2;itensVencedores_64c66b49-6527-43c5-8126-640bf0fe3c49.csv
15.474.631/0001-10;10383430;MÃ¡scara no modelo pico de pato;2;EDIO DE SOUZA EIRELI;33750;UND;129600;67500;3.84;2;itensVencedores_64c66b49-6527-43c5-8126-640bf0fe3c49.csv
09.645.568/0001-34;10376682;Placa de identificaÃ§Ã£o de logradouro com suporte em tubo de;1;FRANKS ALVES BERTO;1000;UND;250000;248000;250;248;itensVencedores_651e0962-4ea2-46b3-959b-972472061ec4.csv
