cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
05.948.061/0001-07;38388;Espatula 7;9;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;10;UNI;130;93.6;13;9.36;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38391;Alicate ortodÃ´ntico weingart reto 120;12;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UNI;624;422.7;124.8;84.54;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38392;Alicate ortodÃ´ntico weingart curvo 120;13;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UNI;624;422.7;124.8;84.54;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38393;Alicate ortodÃ´ntico conformador de bandas;14;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UNI;455;422.7;91;84.54;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38394;Alicate ortodÃ´ntico saca banda 347;15;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UNI;610.25;420.7;122.05;84.14;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38396;Alicate OrtodÃ´ntico Corte Amarrilho 151;17;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UNI;1675;1865.85;335;373.17;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38407;Alicate OrtodÃ´ntico Tridente 200;19;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UN;396.25;344.35;79.25;68.87;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38408;Alicate OrtodÃ´ntico Bico De Papagaio;21;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UN;599.9;344.35;119.98;68.87;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33037;Cinzel micro Ochsenbein nÂº 1;31;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UN;409.4;251.2;81.88;50.24;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33042;EspÃ¡tula Lecron;42;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;252;237.4;12.6;11.87;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38417;Grampo para isolamento nÂº26;44;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;25;UN;697.5;323;27.9;12.92;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38418;Grampo para isolamento nÂº00;45;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UNI;558;258.4;27.9;12.92;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38419;Grampo para isolamento nÂº200;46;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;558;258.4;27.9;12.92;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38420;Grampo para isolamento nÂº202;47;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;558;258.4;27.9;12.92;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38421;Grampo para isolamento nÂº206;48;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;558;258.4;27.9;12.92;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38422;Grampo para isolamento nÂº207;49;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;558;258.4;27.9;12.92;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;23151;PINÃA CLINICA ODONTOLOGICA;56;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;250;UNI;3100;3025;12.4;12.1;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;23155;PORTA-AMALGAMA DE PLASTICO;58;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UN;69;47.5;13.8;9.5;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;7330;POTE DAPPEN;63;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;100;UN;260;285;2.6;2.85;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;29875;RÃ©gua milimetrada;64;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UN;55.85;51;11.17;10.2;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38430;Seringa Carpule com refluxo-12,5cm;65;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;180;UN;8226;3960;45.7;22;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33056;Sonda Exploradora endodontica nÂº6;69;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;360;161;18;8.05;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33072;Coletor de material perfuro cortante;77;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;60;CX;1617.6;997.2;26.96;16.62;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36397;Arco Ostby Adulto;79;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;15;UN;238.5;123.45;15.9;8.23;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36398;Arco Ostby infantil;80;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;10;UN;159;82.3;15.9;8.23;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36318;Espelho clinico nÃºmero 5;83;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;1250;UN;6750;3637.5;5.4;2.91;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38439;Cuba Inox Redonda. AutoclavÃ¡vel;85;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;6;UN;228;144;38;24;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38440;Estojo de Inox para endodontia;86;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UN;650;635.3;130;127.06;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38444;Sonda Milimetrada Carolina do Norte NÂº 15;90;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;UN;216.05;189.55;43.21;37.91;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38453;"Calcador Paiva Kit com 4 unidade (nÂº1; 2; 3; 4)";100;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;KIT;182.75;173.8;36.55;34.76;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33062;Ãgua destilada.;106;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;1200;GL;25200;7200;21;6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38456;"Agulha gengival curta descartÃ¡vel;";108;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;550;CX;25135;13640;45.7;24.8;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38457;Gesso Pedra Tipo III;111;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;300;PCT;2070;1194;6.9;3.98;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38458;Gesso Comum;112;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;80;PCT;400;232;5;2.9;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38459;Alginato, para moldagem;113;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;200;PCT;3960;2484;19.8;12.42;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;26215;AMALGAMA EM CÃPSULA - 1 PorÃ§Ã£o;115;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;1;KIT;740;571.9;740;571.9;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38468;Broca JET Carbide FG 957.;127;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;UN;174;657;5.8;21.9;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38472;Broca diamantada ponta de chama pequena nÂº 1111 FF;131;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;UN;117;48;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38473;Broca de alta rotaÃ§Ã£o diamantada esferica 1012 haste longa;137;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;50;UN;195;80;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38474;Broca de alta rotaÃ§Ã£o diamantada esferica 1014 haste longa;138;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;50;UN;195;80;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;31480;Broca de alta rotaÃ§Ã£o diamantada esferica 1012;139;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;400;UN;1560;640;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;29351;Broca de alta rotaÃ§Ã£o diamantada esfÃ©rica 1014;140;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;400;UN;1560;640;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;29352;Broca de alta rotaÃ§Ã£o diamantada esfÃ©rica 1019;141;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;350;UN;1365;560;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36265;Broca de alta rotaÃ§Ã£o diamantada 1033;142;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;50;UN;195;80;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;34660;Broca de alta rotaÃ§Ã£o diamantada 1047;143;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;50;UN;195;80;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;29347;Broca de alta rotaÃ§Ã£o diamantada nÂº 2082;144;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;70;UN;273;112;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;29349;Broca de alta rotaÃ§Ã£o diamantada nÂº3082;147;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;70;UN;273;112;3.9;1.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38483;Broca de Gates Glidden nÂº1 de 32 mm AutoclavÃ¡vel;159;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;143;139.6;7.15;6.98;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;31481;Broca de Gates Glidden nÂº2 de 32 mm;160;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;143;139.6;7.15;6.98;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;31482;Broca de Gates Glidden nÂº3 de 32 mm;162;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;143;139.6;7.15;6.98;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;29361;Broca de Gates Glidden nÂº4 de 32 mm;163;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;143;139.6;7.15;6.98;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36282;Broca em carboneto de tungstÃªnio para peÃ§a de mÃ£o - nÂº701;179;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;300;204;15;10.2;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38489;Broca em carboneto de tungstÃªnio para peÃ§a de mÃ£o - nÂº702;180;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;300;204;15;10.2;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36284;Broca em carboneto de tungstÃªnio para peÃ§a de mÃ£o - nÂº703;181;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;UN;300;204.6;15;10.23;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;31486;Broca Zekrya Longa.Tamanho 28mm;183;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;80;UN;1600;1232.8;20;15.41;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;31489;Cartela para rx odontolÃ³gico;187;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;PCT;447;241.2;14.9;8.04;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;31491;Clorhexidina 2% - frasco com 100ml;189;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;150;FR.;2400;1476;16;9.84;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;29381;Cone de guta percha microtipped tamanho FM;201;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;40;CX;1020;1460;25.5;36.5;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33076;Cone de guta percha, principal 20;202;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;CX;900;588;30;19.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33077;Cone de guta percha, principal 25;203;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;CX;900;588;30;19.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33078;Cone de guta percha, principal 30;204;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;CX;900;588;30;19.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33079;Cone de guta percha, principal 35;205;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;CX;900;588;30;19.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33080;Cone de guta percha, principal 40;206;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;CX;900;588;30;19.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38503;Cone de papel absorvente segunda sÃ©rie-;211;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;CX;675;662.4;22.5;22.08;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33084;Cones de guta percha acessÃ³rios B 7;212;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;15;CX;337.5;294;22.5;19.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38504;Cones de guta percha acessÃ³rios B;213;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;35;CX;787.5;686;22.5;19.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36314;Escova de Robson reta.;224;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;1000;UN;1400;1180;1.4;1.18;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33094;EspaÃ§ador Digital nÂº30 de 25 mm;228;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;CX;149;275;29.8;55;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38514;Filme Periapical infantil E-speed;234;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;CX;5559;5166.9;185.3;172.23;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33098;Fio agulhado nylon, preto 3.0/EP2;235;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;380;CX;17062;9120;44.9;24;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38515;FlÃºor gel acidulado com concentraÃ§Ã£o mÃ­nima de 1,23%.;242;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;270;FR.;1755;1458;6.5;5.4;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38516;Frasco spray borrifador;244;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;50;UN;465;180;9.3;3.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38517;Condicionador dental;248;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;400;PCT;1920;1132;4.8;2.83;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;10070;Gorros descartÃ¡veis tipo touca com elÃ¡stico;250;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;400;PCT;2464;2100;6.16;5.25;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38519;Guardanapo 30 x 30cm, cor branca;251;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;2400;PCT;7632;6120;3.18;2.55;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38520;Haste flexÃ­vel em algodÃ£o (cotonete);252;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;150;CX;400.5;298.5;2.67;1.99;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38521;Indicador BiolÃ³gico sensÃ­vel;257;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;500;CX;17595;11750;35.19;23.5;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;34682;IonÃ´mero de vidro R autopolimerizÃ¡vel;259;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;350;KIT;23660;14941.5;67.6;42.69;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36395;Kit posicionador para RX infantil;265;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;10;KIT;527;527;52.7;52.7;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38524;Kit posicionador para RX adulto;266;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;15;KIT;790.5;790.5;52.7;52.7;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;26339;LUVAS LÃTEX, TAMANHO M;306;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;100;CX;1989;1970;19.89;19.7;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38554;Luva NitrÃ­lica nÃ£o esteril para procedimento tamanho M;311;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;100;CX;2370;1625;23.7;16.25;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38555;Mandril odontolÃ³gico;312;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;200;UN;1780;616;8.9;3.08;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;1013988;MÃSCARA FACIAL DESCARTÃVEL;313;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;1000;CX;7500;4790;7.5;4.79;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;10106749;OLEO LUBRIFICANTE;316;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;200;UND;3480;3432;17.4;17.16;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33133;Pasta profilÃ¡tica com granulaÃ§Ã£o mÃ©dia com flÃºor;332;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;250;TBO;1850;1650;7.4;6.6;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;26361;REFIL ENDOMETRIC;351;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;30;EM;366;361.8;12.2;12.06;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;26366;RESINA FOTOPOLIMERIZAVEL COR A3;355;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;150;SRS;7230;5514;48.2;36.76;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38574;Resina Fotopolimerizavel cor A3.5;356;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;80;SRS;3856;2940.8;48.2;36.76;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33145;Resina Fotopolimerizavel cor A3. DENTINA;357;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;300;SRS;14460;11028;48.2;36.76;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38575;Resina Fotopolimerizavel INCISAL;358;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;120;SRS;5784;4380;48.2;36.5;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33147;Restaurador provisÃ³rio tipo Cimpat;360;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;100;FR.;980;780;9.8;7.8;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38577;Fixador para radiografia - Frasco com 475 ml;361;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;100;FR.;1520;898;15.2;8.98;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;12079;REVELADOR PARA RADIOGRAFIA - FRASCO COM 475 ML;362;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;100;FRA;1520;898;15.2;8.98;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;36366;Saco plÃ¡stico SACOLÃ;363;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;150;PCT;1920;1806;12.8;12.04;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;28270;Selante FotopolimerizÃ¡vel;364;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;150;KIT;4560;2055;30.4;13.7;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38579;Stop de Silicone Cursor;367;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;10;CX;212;162.3;21.2;16.23;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;33153;Sugador cirÃºrgico descartÃ¡vel caixa c/ 40 unidades;368;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;150;CX;3946.5;2970;26.31;19.8;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;593;TACA DE BORRACHA;371;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;250;UN;362.5;262.5;1.45;1.05;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;580;TIRA DE LIXA DE POLIESTER;374;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;220;PCT;2767.6;1727;12.58;7.85;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38584;Barreira gengival tipo TOP DAM;382;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;40;KIT;764;584.8;19.1;14.62;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38588;Kit Completo para Polimento de Resina;388;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;100;KIT;5570;3720;55.7;37.2;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38600;Moldeira Total Perfurada Adulto;400;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;KIT;376.5;297.45;75.3;59.49;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38601;Moldeira Total Perfurada PlÃ¡stico;401;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;5;KIT;283.5;212.15;56.7;42.43;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38602;Afastador Labial Expandex - adulto;402;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;10;UN;200;79.7;20;7.97;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38603;Afastador Labial Expandex - infantil;403;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;10;UN;200;79.7;20;7.97;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38607;Caixa Para Aparelho OrtodÃ´ntico;407;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;20;EM;244;239.2;12.2;11.96;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38318;Avental RX para Paciente Infantil;440;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;3;UN;1545;925.29;515;308.43;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.948.061/0001-07;38319;Avental RX para Paciente Adulto;441;ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA;3;UN;1545;1149.9;515;383.3;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.021.932/0001-34;38383;Alicate OrtodÃ´ntico Removedor;4;MF DE ALMEIDA & CIA. LTDA;5;UNI;586.5;441.5;117.3;88.3;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.021.932/0001-34;38386;Porta Agulha Orto Mathieu;7;MF DE ALMEIDA & CIA. LTDA;5;UNI;496.15;446.5;99.23;89.3;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.021.932/0001-34;627;APLICADOR DE DYCAL;27;MF DE ALMEIDA & CIA. LTDA;30;UN;267;192;8.9;6.4;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
05.021.932/0001-34;24238;Cabo para bisturi nÂº3;29;MF DE ALMEIDA & CIA. LTDA;40;UN;552.4;256;13.81;6.4;itensVencedores_773fe5d8-3bca-401e-8131-b476bc917cb5.csv
